"id_cliente";"id_solicitacao_emp";"id_historico_emp";"idade_cliente";"salario_anual";"propriedade";"anos_trabalhados";"motivo_emp";"pontuacao_emp";"valor_emp_solicitado";"taxa_juros";"possibilidade_inadimplencia";"percentual_emp_salario";"inadimplencia_anterior";"anos_primeira_solc_emp"
"chkcafle-djqo";"aynhj718-aqye";"qc9rbkso-gsqa";31;62004;"Alugada";1.0;"Empreendimento";"C";10000;12.84;0;0.16;"n";5
"zdbdryqu-gkgk";"aynteq1k-wrl7";"n9liskbe-qbth";32;85000;"Alugada";9.0;"Educativo";"B";7200;11.58;0;0.08;"n";10
"mjtunuxx-pzx8";"aynyhrs7-ycq0";"hdv0shwq-4gky";34;50000;"Hipoteca";6.0;"Empreendimento";"C";16000;13.49;0;0.32;"y";5
"aofpfb51-xe9o";"ayos7hvc-qfwh";"qfhcisdf-jdyc";30;132640;"Alugada";6.0;"Empreendimento";"C";8000;13.57;0;0.06;"n";5
"qucdgcym-cjgh";"ayp0jk02-r8tj";"m57igfrz-rbmu";27;20000;"Alugada";2.0;"Médico";"B";3600;9.25;0;0.18;"n";7
"oi4mi4sh-qpux";"aypqhqar-7yap";"qr2q7qxw-jae3";30;66000;"Hipoteca";15.0;"Empreendimento";"B";15000;11.14;0;0.23;"n";8
"8iv2qtbi-jola";"ayr1pokh-9n3s";"hr3qgm6m-yl4r";25;70000;"Alugada";9.0;"Empreendimento";"A";12000;8.9;0;0.17;"n";2
"ywz093e1-pxdr";"aysab4rv-mio2";"jukp7bwn-caro";25;25716;"Alugada";1.0;"Médico";"A";9250;6.54;1;0.36;"n";2
"qeidpioq-rzxq";"ayszae5k-jia1";"htx3jhvq-qfuu";31;73000;"Alugada";1.0;"Melhora do lar";"D";6000;9.99;0;0.1;"";2
"k9xlioe1-mwm3";"ayu9cww3-m843";"qznoez08-9bzv";50;68608;"Alugada";21.0;"Empreendimento";"B";7500;10.33;0;0.11;"n";15
"rzvugif1-o8in";"ayv5bukr-2qfa";"whbrojv6-idtr";22;60000;"Hipoteca";3.0;"Pag. de débitos";"A";15000;7.49;0;0.25;"n";4
"syfazo1i-4scg";"ayybukrv-pecq";"w8fjbfbw-axfu";21;22240;"Alugada";5.0;"Médico";"B";2650;9.88;0;0.12;"n";3
"ndk9p2kk-sdon";"ayykiu5f-88tr";"sgulo4go-dujg";24;12000;"Alugada";4.0;"Médico";"A";2400;6.92;1;0.2;"n";2
"69xqe6mg-z6el";"ayztneqz-tvr0";"6qklzefx-tkag";25;57500;"Alugada";4.0;"Educativo";"C";6000;11.28;1;0.1;"n";3
"zs4xyju7-5kwl";"az08cczz-fglz";"faoumln3-1yte";25;24000;"Alugada";2.0;"Pag. de débitos";"C";5000;12.61;0;0.21;"n";3
"01lfj6f4-sb2e";"az3wnphw-iusu";"wfzoarvk-1cox";28;51200;"Alugada";12.0;"Pag. de débitos";"B";12000;0.0;1;0.23;"n";7
"17qehwjp-7arz";"az4aluem-4jsn";"u5q4azde-xziu";34;58800;"Hipoteca";3.0;"Melhora do lar";"E";17000;17.74;1;0.29;"n";10
"qweyu7cf-x5il";"az7jqx5q-ha4i";"ox78qm1h-8fjy";23;50000;"Alugada";0.0;"Pag. de débitos";"B";5000;10.25;0;0.1;"n";2
"nolzqjgo-1f9h";"azbzzugc-5n2s";"5daqybym-pc3e";25;115200;"Alugada";0.0;"Melhora do lar";"B";0;12.87;0;0.19;"y";2
"vibgtxpc-0mkf";"azelm7md-x7p1";"cybh6ovi-tjyh";28;73992;"Alugada";2.0;"Pessoal";"B";20000;9.96;0;0.27;"n";7
"od5hqgx2-6wan";"azgip1tl-er26";"aaopqc1c-qftm";22;52000;"Hipoteca";6.0;"Empreendimento";"A";12000;6.62;0;0.23;"n";3
"pqwzky9d-v5bc";"azgxtd84-gojj";"cr0vhe9k-j1zu";23;23000;"Alugada";2.0;"Educativo";"A";8875;8.9;1;0.39;"n";2
"a2ixgey8-zmxw";"azioed5g-xaui";"iajgmvqe-zpb4";23;40000;"Hipoteca";2.0;"Pag. de débitos";"B";2000;10.99;0;0.05;"n";4
"jsw0a7o2-5cjx";"azirff3d-gkug";"ps5nd1wz-wig0";26;31200;"Alugada";1.0;"Empreendimento";"A";6400;7.51;0;0.21;"n";3
"ofzcfuo9-qeyw";"azjbxkrj-rhfc";"fxxludko-u7zp";29;102400;"Alugada";2.0;"Melhora do lar";"B";2000;8.88;0;0.02;"n";7
"ktttpj3j-b0aq";"azlnmysi-5acb";"lfptvoyz-xeoo";23;80004;"Alugada";2.0;"Pag. de débitos";"A";3400;8.49;0;0.04;"n";3
"uy1jednd-jn0y";"azn4wcok-njdv";"sm7rxdlr-kgjn";26;72000;"Própria";10.0;"Médico";"A";10000;7.74;0;0.14;"n";4
"jcfh56xh-idjq";"azoqstje-chq4";"nx3y87sg-xqwz";22;54000;"Hipoteca";5.0;"Médico";"B";7000;10.65;0;0.13;"n";4
"x39onbeq-xj7f";"azrkzltn-as7o";"nnqwa3xq-gakp";25;33000;"Alugada";3.0;"Empreendimento";"A";3000;5.99;0;0.09;"n";2
"r6lhezqj-tmlp";"azrzidcv-pci2";"e8ow6ljd-1rjs";26;94000;"Hipoteca";1.0;"Médico";"A";5000;7.68;0;0.05;"n";3
"ovzutars-szdq";"azt2llyn-lmrt";"dhsqk4lv-lnxw";22;50000;"Alugada";2.0;"Pessoal";"C";8000;13.16;0;0.16;"y";2
"11y5ddzd-j7fy";"azvaulwz-rmgk";"apu0qz4i-oaks";23;62000;"Alugada";7.0;"Empreendimento";"D";5500;17.49;0;0.09;"n";3
"ornqqden-lfpt";"azvjwd1f-dua7";"uxxtkjet-my3y";35;91000;"Própria";0.0;"Médico";"A";10000;8.59;0;0.11;"n";8
"iirthdf5-7qio";"azvlatco-4pzk";"owimf3in-zb41";0;45600;"Hipoteca";0.0;"Educativo";"A";15000;0.0;0;0.2;"n";7
"z5dtefqc-dx5e";"azwsi4wj-ug1d";"ajqjpjvf-jsoj";28;160000;"Hipoteca";4.0;"Pag. de débitos";"B";34000;9.91;0;0.21;"n";7
"rbsb0etk-hvs1";"azxrzyeg-re5u";"sje6yvuc-rla0";29;62000;"Hipoteca";6.0;"Empreendimento";"A";12000;7.51;0;0.19;"n";5
"8hktf9ak-4vwb";"azy2zaav-lhow";"7kaaxpsj-wwqe";24;38500;"Alugada";0.0;"Médico";"D";5000;14.84;1;0.13;"n";2
"com9me4n-z6af";"azyo8nz1-elzt";"hz4ugjt0-gsdz";23;93000;"Alugada";0.0;"Pag. de débitos";"D";25000;14.59;1;0.27;"y";2
"bkcmssmr-npnn";"azz7jlfo-jl5n";"fmeeyhqn-k6vb";26;66000;"Alugada";3.0;"Médico";"B";12000;11.83;0;0.18;"n";2
"2w5ydsaz-w2r5";"azzvijbn-h7dl";"qc7spdus-udeq";26;64800;"Própria";11.0;"Médico";"A";3000;0.0;0;0.05;"n";4
"lzrsjy3p-gd0p";"b07w6ooo-tpm2";"ma1hqddp-3bui";24;80000;"Hipoteca";6.0;"Educativo";"A";16000;7.88;0;0.2;"n";3
"hfocna4d-flgq";"b09u0lbt-vcul";"jkmnb7z4-awqk";25;46645;"Hipoteca";9.0;"Pessoal";"B";2000;12.69;1;0.04;"n";3
"kbr4lttk-46ia";"b0ahikai-7o5j";"ovb0qxhd-idm0";24;190000;"Própria";4.0;"Pessoal";"C";24000;15.62;0;0.13;"y";3
"zmmlzue8-m7ff";"b0catqno-fjuy";"9npmg9cl-5vcf";26;215000;"Hipoteca";11.0;"Educativo";"A";12000;7.88;0;0.06;"n";2
"8u9psqnp-c7ty";"b0flcyex-439m";"e68jlm95-vs9v";23;55000;"Hipoteca";0.0;"Educativo";"C";11075;13.49;0;0.2;"n";3
"pfhrnrdx-f35s";"b0flxqns-ppaa";"2ty9z8z0-mcnb";28;48000;"Alugada";4.0;"Pessoal";"B";4500;11.71;0;0.09;"n";7
"qb82658i-otxq";"b0foin9k-69f0";"jhq6ooit-6rbw";23;113000;"Alugada";1.0;"Pessoal";"D";12000;15.28;1;0.11;"y";3
"oxjaa5zn-4sww";"b0g9hhuz-ly9u";"kefjxrgx-rbu0";25;52000;"Hipoteca";8.0;"Educativo";"C";3900;0.0;0;0.07;"n";4
"moziaip9-xgrk";"b0hcghzj-affi";"uvwggnlg-ccwq";29;50000;"Hipoteca";0.0;"Pessoal";"B";3575;11.49;0;0.07;"n";7
"shfbuf2p-tw0h";"b0ipxfry-4m83";"crtoj96u-r682";22;92000;"Alugada";6.0;"";"F";0;6.03;0;0.17;"n";3
"op9khcwy-dehw";"b0jkhmxy-xezy";"e3phqzeo-pbkc";29;32000;"Hipoteca";13.0;"Pessoal";"A";8000;5.99;0;0.25;"n";6
"5ntioquk-qcch";"b0mhq0mo-blp5";"5cgqjnso-r97j";28;48096;"Alugada";4.0;"Pag. de débitos";"E";1200;17.56;1;0.02;"y";5
"qytdkxid-gleu";"b0qs0lld-ymlt";"fbxxongb-mdea";29;37920;"Alugada";2.0;"Médico";"C";12000;13.48;1;0.32;"n";8
"sjhnp2ql-ymfl";"b0sdyopl-ldnl";"b8xmffnu-r40o";26;82000;"Hipoteca";7.0;"Empreendimento";"B";7000;12.42;0;0.09;"n";3
"apapgyry-s9c8";"b0stdsth-uzkf";"wcbl9e7g-hehr";23;30000;"Alugada";4.0;"Pag. de débitos";"D";6000;16.32;1;0.2;"y";3
"talsk98n-o22n";"b0t4gdya-gsqe";"mlu7hbbl-qgl0";24;49000;"Alugada";4.0;"Médico";"B";5000;10.65;0;0.1;"n";3
"bf3i8nen-78xb";"b0vupz3d-n1wq";"x2aarjfj-i0t0";28;40000;"Alugada";2.0;"Pessoal";"B";7500;11.86;0;0.19;"n";8
"gcx483hd-rxqn";"b0wjwxg5-xnh8";"0od0ok9h-orxi";23;46300;"Alugada";0.0;"Pessoal";"A";1675;6.54;0;0.04;"n";3
"sgxy4su4-l3as";"b0yfkxfy-kxsx";"apowdbet-encm";36;45000;"Própria";4.0;"Pag. de débitos";"D";8000;14.74;0;0.18;"y";13
"tdjdokct-fufm";"b11gmgi6-2a9z";"y23ihj58-ux9s";22;33000;"Alugada";6.0;"Pessoal";"C";6000;13.85;0;0.18;"n";4
"8skuksrf-vj0t";"b1e8wjbn-huz9";"dcn8tyqk-5sbb";34;90000;"Alugada";4.0;"Médico";"B";6400;0.0;0;0.07;"n";7
"wfy3nb3l-rkw6";"b1ewqlhu-hrr8";"yyjt4j9a-yq1a";31;53000;"Hipoteca";15.0;"Melhora do lar";"A";15875;7.9;0;0.3;"n";5
"nvodrhrk-jmer";"b1fyf1fn-x2k9";"9g2tjcvo-hb3m";24;130000;"Alugada";7.0;"Médico";"B";24000;11.49;0;0.18;"n";3
"hfbsnusv-6arr";"b1h4gtf8-w76b";"9cb5k916-ands";34;63000;"Própria";5.0;"Empreendimento";"G";20500;20.9;1;0.33;"y";8
"ijpcant3-kgvf";"b1kt9my0-tuod";"pryx354l-j6qu";27;36000;"Alugada";2.0;"Educativo";"D";9300;0.0;1;0.26;"y";9
"9mh4jzu8-z0ji";"b1n7m4et-l1cd";"tnje7rwf-8xqb";26;46800;"Hipoteca";3.0;"Melhora do lar";"B";12725;12.42;0;0.27;"n";2
"qyehqoss-suj2";"b1nmcfpw-gowi";"ybrqqxe4-hiv8";27;71738;"Hipoteca";4.0;"Educativo";"B";11500;9.63;0;0.16;"n";9
"tasrr44w-rhku";"b1r3unel-ixq0";"rkvhpsyr-416k";43;780000;"Hipoteca";2.0;"Melhora do lar";"A";1000;8.94;0;0.0;"n";11
"gdp5rs8r-aawj";"b1r9itab-3dpx";"uwcthpwi-typb";23;50000;"Alugada";3.0;"Educativo";"A";7000;7.51;0;0.14;"n";4
"w4ma3em3-wwdb";"b1rhias7-tia7";"x3czlftt-bn4m";26;68000;"Própria";8.0;"Pessoal";"B";24250;12.18;0;0.36;"n";4
"aq1foxmw-sliq";"b1xsujt4-ckzq";"tpwsds8g-jda4";24;54000;"Alugada";1.0;"Pessoal";"C";10000;13.35;0;0.19;"n";4
"jwhbxc56-ni1h";"b20ezuih-68uj";"2uoj5rrb-8sca";26;161000;"Alugada";10.0;"Empreendimento";"A";30000;7.9;0;0.19;"n";4
"culjkp9j-ys9v";"b25chhdw-u5v2";"kv9k6d5i-05ie";23;52176;"Hipoteca";3.0;"Educativo";"B";7500;10.59;0;0.14;"n";3
"lqxyrdox-s90a";"b28jfm8o-v14h";"p8xyuj6m-ilbc";22;39696;"Hipoteca";0.0;"Educativo";"B";14125;12.42;1;0.36;"n";4
"xdnckfhf-jhff";"b2cnqxop-tzwo";"676zaoqp-xy0j";43;44000;"Própria";18.0;"Médico";"A";8000;9.32;0;0.18;"n";15
"mtxmkxxp-gqr5";"b2f0al48-s2zo";"tifny5s3-aqs8";22;24000;"Própria";6.0;"Médico";"B";5000;12.21;0;0.21;"n";3
"3ii8raqy-dla6";"b2fli0hg-1f43";"aw6rzymh-0kft";23;50000;"Alugada";0.0;"Educativo";"A";4900;8.49;0;0.1;"n";3
"ldkpzjp4-2f0g";"b2hdulzn-1hcd";"npednyk5-id8r";23;34000;"Alugada";4.0;"Empreendimento";"A";5000;7.88;0;0.15;"n";4
"zyai8mxh-ywqi";"b2iyawdu-uo1z";"yqth8jz3-skjh";45;19200;"";0.0;"Empreendimento";"A";15000;12.42;0;0.25;"";15
"rybdpwqt-ghmw";"b2m6y04h-yr6b";"qgr0y55t-eeg4";25;33000;"Hipoteca";9.0;"Empreendimento";"B";3000;11.99;0;0.09;"n";3
"1mf0uiuf-haon";"b2qat05n-xmm1";"ufozjdhj-1ohh";33;120000;"Hipoteca";4.0;"Pessoal";"A";6000;6.92;0;0.05;"n";8
"utvpo9uw-kbsf";"b2qytbcr-3u6q";"mgdlnxyf-cbl8";29;70000;"Alugada";9.0;"Pessoal";"B";8000;12.53;0;0.11;"n";5
"cntkgngx-72jf";"b2ugl8p3-id3t";"o7yyprwd-8zfc";31;117516;"Hipoteca";3.0;"Médico";"C";21000;13.49;0;0.18;"n";5
"dlowkwz1-yrp7";"b2vbkv2m-2iyp";"veerjzi9-kxpu";26;50000;"Hipoteca";5.0;"Melhora do lar";"B";12375;10.99;0;0.25;"n";3
"lodjwyhk-nkn3";"b2wzgfh0-gvs7";"2yteetsk-v8ik";25;45000;"Hipoteca";4.0;"Médico";"A";5000;7.88;0;0.11;"n";3
"qjbsv7gr-huph";"b2xik7tj-cqwa";"c5zfluhy-ep74";23;88000;"Alugada";1.0;"Educativo";"C";18000;13.16;0;0.2;"n";4
"rixto85d-l5w9";"b2xptfyz-jmmv";"zxwsvd1p-fgfa";27;51600;"Hipoteca";2.0;"Empreendimento";"D";13650;16.29;1;0.26;"n";9
"zx5343sz-snxd";"b30q5ogz-zlwu";"rezd4jpc-id3i";24;72000;"Alugada";8.0;"Melhora do lar";"C";12000;13.99;0;0.17;"y";4
"zf4yzewc-1doz";"b31o9g1c-rjn3";"aeio9uwe-ibii";31;128000;"Hipoteca";15.0;"Pag. de débitos";"D";35000;15.99;1;0.27;"n";6
"lpivcayk-u38i";"b33ouspi-yqrd";"kptraoko-mhy3";25;99800;"Hipoteca";1.0;"Médico";"A";12000;8.94;0;0.12;"n";2
"c1xcuxuy-pazu";"b34ukkqn-92th";"irtthlzj-0xnm";27;20000;"Alugada";4.0;"Empreendimento";"C";3600;11.86;0;0.0;"n";4
"hxhjyrzm-q6vo";"b37ted7z-fcsw";"5alrzjhn-g8qv";23;72000;"Hipoteca";5.0;"Pessoal";"A";8700;6.76;0;0.12;"n";4
"5e1slcms-pb6y";"b39aseiz-zszc";"kntxswos-akzl";31;10000;"Alugada";2.0;"Educativo";"A";3250;7.88;1;0.33;"n";10
"qwqzoebx-8oei";"b3ayfdqk-cyll";"ilklmibz-aqhz";23;90000;"Alugada";7.0;"Educativo";"B";10000;12.69;0;0.11;"n";4
"5cami8gq-avfi";"b3bulk6e-hwbi";"9yn62akr-1ibk";25;49716;"Hipoteca";6.0;"Médico";"A";8000;9.32;0;0.16;"n";2
"f3kyqxii-ef5e";"b3clpysb-fl3j";"iuwa2osk-qf3q";32;54000;"Hipoteca";3.0;"Pag. de débitos";"A";12000;7.66;0;0.22;"n";6
"3zg15zaf-zla5";"b3cv3xs9-islo";"59vmjpka-ezw1";24;76000;"Hipoteca";8.0;"Pag. de débitos";"A";6000;8.9;0;0.08;"n";3
"nf0l57ho-xbid";"b3ed5i6j-pisz";"fkapci0p-zptw";31;275000;"Hipoteca";9.0;"Pessoal";"C";25000;13.85;0;0.09;"n";6
"lmfnqnpf-qozp";"b3edaggm-sbzj";"vjt7sqjq-uwst";40;250000;"Hipoteca";8.0;"Educativo";"A";28000;7.9;0;0.11;"n";13
"chjtav94-6s67";"b3faq9d4-czjb";"rqkjk3jx-h8bo";21;29664;"Hipoteca";5.0;"Pag. de débitos";"C";5000;13.57;1;0.17;"y";4
"bbdhwt2j-eh9r";"b3fl0vuy-wllj";"lz2subi2-euf9";24;58000;"Alugada";2.0;"Empreendimento";"C";3200;14.35;0;0.06;"n";2
"0hqoeren-ct7o";"b3ghj40x-smez";"wwfkbzed-flqv";39;36000;"Hipoteca";1.0;"Pessoal";"A";7125;7.9;0;0.2;"n";12
"sjzsh18j-7c2u";"b3gzbotp-2ryi";"if0w13tc-gz9g";33;87895;"Hipoteca";4.0;"Pag. de débitos";"A";2800;7.14;0;0.03;"n";9
"dpehciwe-ujsr";"b3ityjyg-gpel";"5emhmedl-bmvi";25;34800;"Alugada";9.0;"Médico";"D";5600;16.77;1;0.16;"n";4
"duutlewq-bn6b";"b3r7ntha-q3ln";"hmn0m8sc-6xcn";32;115000;"Alugada";16.0;"Melhora do lar";"B";17000;11.12;0;0.15;"n";6
"cyhhcetv-9ajd";"b3rky2fe-wgo4";"2qkckhuy-nwhm";24;40000;"Alugada";5.0;"Pessoal";"A";10000;7.88;0;0.25;"n";3
"jpgz3ztk-9fjf";"b3you0y4-y4go";"oor826w1-cpbo";27;45000;"Alugada";4.0;"Pessoal";"B";6500;10.99;0;0.14;"n";8
"6ei3lhkk-uvge";"b3yuyq9n-equw";"hfbyjrmu-tspx";33;30000;"Hipoteca";8.0;"Empreendimento";"A";12000;7.14;0;0.4;"n";5
"mjoltua7-kyqf";"b3zoxohb-u1fw";"xiavshgd-6h94";29;40800;"Alugada";2.0;"Pag. de débitos";"C";3500;11.97;0;0.09;"y";9
"myyokcyh-wezq";"b43jakj8-idbn";"s75ccvoi-jcq6";30;62000;"Alugada";1.0;"Médico";"C";7000;14.27;0;0.11;"y";5
"kepcblmr-o4vm";"b4ednasc-c6rt";"2spap7m7-swp4";38;112000;"Alugada";2.0;"Empreendimento";"B";10000;11.26;0;0.09;"n";15
"4jyz3i5p-sqmr";"b4ggidm9-zxg6";"ejem1svh-t4kk";24;65000;"Alugada";3.0;"Educativo";"B";8000;12.69;0;0.12;"n";3
"5birknxx-73qr";"b4hjkkqd-aqci";"ilronpii-ydjg";42;153936;"Própria";26.0;"Pessoal";"A";20000;0.0;0;0.13;"n";15
"bddepe1w-ut7m";"b4iitbqv-a6hy";"uvzeui1a-l6ya";21;44000;"Alugada";5.0;"Médico";"A";7500;7.9;1;0.17;"n";3
"ey7uyvoy-rwsg";"b4jse4lh-qpzy";"dybaaeep-nt4n";26;58000;"Hipoteca";5.0;"Médico";"C";12000;13.16;0;0.21;"y";4
"wm6lpfs1-dyan";"b4ka6xju-qke6";"hz5on8eb-d4mb";37;92000;"Alugada";0.0;"Empreendimento";"B";21000;11.63;0;0.23;"n";15
"0pycfomf-yhjb";"b4kv3yl7-y83e";"uzcy6mnk-lbze";25;65004;"Alugada";10.0;"Médico";"B";2500;10.08;0;0.04;"n";2
"bugyhyjx-eluw";"b4o7i4pb-qjrc";"1n3uau7p-iaas";24;80000;"Hipoteca";0.0;"Médico";"C";25000;0.0;0;0.31;"y";2
"zh77ofhw-y8pz";"b4rmerpe-sscr";"7h1hrp5d-gpnr";27;35000;"Alugada";3.0;"Médico";"B";4800;9.99;0;0.14;"n";8
"prpiojuu-hran";"b4wzrfpe-whqv";"fxkqxs0s-jfk8";35;40000;"Própria";3.0;"Pessoal";"C";11325;15.96;0;0.28;"y";10
"ftwxcc9c-e7do";"b4xrzeid-wux0";"2sa9z6kw-vncz";24;75000;"Própria";2.0;"Pessoal";"B";8500;11.36;0;0.11;"n";4
"lf1erkkq-dswq";"b4xv8ztm-try1";"wodws1pj-ua0q";23;45000;"Alugada";0.0;"Educativo";"C";1000;14.26;0;0.02;"y";2
"n7cooa0y-egom";"b4y9to7g-srjz";"9iabu3wb-82j9";22;19000;"Própria";6.0;"Médico";"A";3625;8.49;1;0.19;"n";3
"2ux9rppz-dsa5";"b4yoztea-wdfy";"rlmswoeg-raax";32;38000;"Alugada";0.0;"Educativo";"B";7200;10.08;0;0.19;"n";7
"etauuoax-bi0g";"b54jxoeu-cvnl";"8qyp00mi-bt2u";24;172000;"Hipoteca";6.0;"Pag. de débitos";"C";20000;13.47;1;0.12;"y";4
"ullk6kyt-7dag";"b54lugyj-ffm7";"buml5il6-cmjx";34;82000;"Alugada";3.0;"Médico";"A";6000;8.9;0;0.07;"n";5
"fayne0ok-s1va";"b54szqo9-rhbs";"piijl2p2-ktam";33;24000;"Alugada";1.0;"Empreendimento";"B";8000;11.12;1;0.33;"n";9
"kxcmiajs-xf3l";"b56smtqa-kntw";"x3cr5dqp-reml";24;40000;"Alugada";5.0;"Pag. de débitos";"B";5000;12.42;0;0.13;"n";3
"hrloszgs-vq6v";"b59dtauz-uynm";"qln6nxun-ojjx";28;55000;"Alugada";4.0;"Melhora do lar";"B";12000;10.36;0;0.22;"n";7
"fld09q4u-xurn";"b5a6qjrq-38f3";"bby8wjwv-rtfc";27;120000;"Hipoteca";11.0;"Pessoal";"A";7000;6.76;0;0.06;"n";7
"ktbdgmze-brsy";"b5bsdzkp-ech5";"bgbxhadl-iq9i";29;125004;"Alugada";3.0;"Médico";"B";7200;9.99;0;0.06;"n";6
"79muzecu-yaa4";"b5cptv3d-bsn7";"r24usyek-xe47";23;63000;"Alugada";0.0;"Educativo";"D";16000;14.42;1;0.25;"n";3
"t6a4hrf5-4xn5";"b5ducikl-k3ta";"ufipgzkl-xsq2";26;55080;"Hipoteca";10.0;"Médico";"A";2500;7.66;1;0.04;"n";3
"7qzk3ntc-lkvi";"b5fc5sej-9zw6";"4oom5m9g-uel0";29;130000;"Hipoteca";13.0;"Empreendimento";"A";17500;8.94;0;0.13;"n";9
"xdxiaujx-ntfc";"b5ihrqec-mv55";"6xqm1vfy-3zvl";33;59500;"Hipoteca";6.0;"Empreendimento";"A";11000;0.0;0;0.18;"n";8
"wz2si1oy-rx9h";"b5jdpljj-qpqq";"dhnp8xoq-zxfu";38;150000;"Hipoteca";3.0;"Pag. de débitos";"B";7500;10.0;0;0.05;"n";13
"ylkr9ban-mwmd";"b5le23hr-i37x";"9kqpejjk-t7rq";0;61200;"Alugada";4.0;"Médico";"B";12000;6.54;1;0.34;"n";2
"tssrduq4-6w8g";"b5lym0ns-s7fr";"5ho2j7s5-xgoc";28;70000;"Alugada";2.0;"Médico";"C";10000;13.48;0;0.14;"y";9
"wtni3mpj-tgod";"b5nmaqtc-uryu";"72jayurz-szp3";25;118000;"Hipoteca";9.0;"Pag. de débitos";"A";2000;7.12;0;0.02;"n";2
"ncowmkok-8b5v";"b5nppe60-rdlf";"zywxcabp-pgek";28;58868;"Hipoteca";12.0;"Médico";"C";8400;13.57;0;0.14;"y";9
"yxafc2zb-iht8";"b5nwhoyi-i3mn";"4xqsl4fn-j9jd";21;23040;"Própria";0.0;"Educativo";"A";15000;8.94;0;0.65;"n";2
"imq2gbp8-qw4r";"b5piw6ok-4xtl";"xdzeuxar-j1h8";24;24000;"Alugada";8.0;"Médico";"B";2000;0.0;0;0.08;"n";3
"cau0gdlm-s9iy";"b5qnphpn-he00";"raiwpafy-apdc";0;140000;"";14.0;"Médico";"B";4100;10.59;0;0.07;"n";3
"pjbu9hf6-bjqg";"b5uwvh9r-rmla";"jdm1a2wc-pejc";23;200000;"Hipoteca";7.0;"Empreendimento";"B";21000;12.69;0;0.1;"n";2
"ipnbirlu-oce5";"b5v0aafz-wliy";"qihy94bb-aq9n";28;40000;"Alugada";0.0;"Pag. de débitos";"E";12000;15.57;1;0.3;"n";7
"iosfsu0s-vz4b";"b5ynctxk-c5wn";"eydretg3-h80f";23;95327;"Própria";4.0;"Empreendimento";"A";4325;7.74;0;0.05;"n";2
"erzxczjw-pkfx";"b5zoicx8-criq";"yef0ychl-0b8s";25;125000;"Hipoteca";1.0;"Educativo";"B";20000;11.71;0;0.16;"n";4
"gbnp9juw-wdm9";"b61tliw8-sbnx";"vymf1w2f-croo";35;90000;"Alugada";15.0;"Pessoal";"B";7000;11.71;0;0.08;"n";9
"kfw8yn93-egtc";"b63yj9ng-ofge";"onhlxwww-9k1w";33;24000;"Alugada";6.0;"Médico";"A";10000;8.9;1;0.42;"n";10
"rcmlmod3-uh0b";"b67aac8p-onfd";"9kwfcknd-meow";25;60000;"Hipoteca";9.0;"Pag. de débitos";"A";9600;6.03;0;0.16;"n";3
"pg7idvmq-ygfr";"b69fhyrs-4hys";"2j0i9dd5-xt1c";25;60000;"Alugada";3.0;"Empreendimento";"D";7000;15.62;0;0.12;"n";4
"jdcrtw92-klx5";"b6d4ccuf-ttac";"hfxszf1h-s50o";32;58000;"Própria";3.0;"Empreendimento";"C";8000;13.85;0;0.14;"n";10
"5u25eu1s-9i5m";"b6d7ecmk-auf5";"homdhkkf-ku68";32;44808;"Alugada";5.0;"Pessoal";"B";12000;0.0;0;0.27;"n";8
"zcigaj68-tqgu";"b6lkqgw3-m7o5";"3yhhwhrm-eaiu";22;21120;"Hipoteca";3.0;"Pag. de débitos";"D";1625;16.89;1;0.08;"y";3
"jxrc8a7y-ncoy";"b6lyscq7-xh0z";"kf0wk3ip-scqn";24;55680;"Hipoteca";4.0;"Pag. de débitos";"B";7875;10.65;0;0.14;"n";3
"gcngfdkl-tzxp";"b6ncmqcz-i6hu";"qk5p0ees-6vxb";26;122500;"Alugada";1.0;"Médico";"B";10000;10.65;0;0.08;"n";3
"vygl050p-rxx2";"b6ojfvxt-1nvq";"ghczriam-sjfj";24;52728;"Alugada";4.0;"Pessoal";"A";5000;7.74;0;0.09;"n";4
"rs40zae5-b0tk";"b6pwv3t5-xfzk";"53ybgwjd-9nql";32;100000;"Alugada";7.0;"Educativo";"C";14400;13.35;0;0.14;"y";7
"hbyd7iiw-uol1";"b6qduyxr-7paj";"jxtujnmx-mt38";23;42000;"Alugada";1.0;"Médico";"A";4100;7.88;0;0.1;"n";2
"qwbjbqys-nqok";"b6qet23z-lzu7";"yo9xqtmj-nxcs";25;87000;"Alugada";6.0;"Pag. de débitos";"A";13000;7.29;0;0.15;"n";2
"enr6nhap-yuzt";"b6xlwkje-q5xo";"k8clxnqu-l5oo";27;81000;"Alugada";0.0;"Empreendimento";"A";6000;7.14;0;0.07;"n";9
"gqqyo5wh-1ljx";"b70ez5ei-gm2q";"pinarnb4-pgbx";42;66000;"Alugada";9.0;"Pag. de débitos";"A";11200;5.79;0;0.17;"n";12
"mmziyawj-sdhj";"b73dcitl-m27l";"hzweawdl-6u0r";24;42000;"Hipoteca";5.0;"Pag. de débitos";"A";19200;7.9;0;0.46;"n";2
"oyoxlkta-e1qs";"b73pmjyt-7swn";"jkwwwqwj-ujyk";27;38400;"Alugada";5.0;"Médico";"C";10000;15.23;0;0.26;"y";7
"9oel3x0z-gnse";"b77e4eww-xiqn";"xfnrnoo6-hgay";23;80000;"Hipoteca";7.0;"Empreendimento";"A";4800;7.29;0;0.06;"n";4
